tx_hash,block_number,timestamp,from_address,to_address,value_eth,gas_price_gwei,gas_used,tx_fee_eth,is_contract_interaction,input_data_length,nonce,fraud_type,is_fraud
0xff4aabc462dd99133a8bf6bf1e881346ad8c9a7b9e2c56a0b5887bc72e7b2ec4,18003513,2024-07-19T06:53:38,0x9610eba93c0cd4c26e38629080cfaeaf2dbfa088,0x761d6a1bf9580e75cfa815a19e7e69f30b50e138,0.769533,24.74,98095,0.00242684,False,200,191,normal,0
0x93b7eb04e302db27b83683d83e569a5d999fb8e886993620a58c6d6b309772ff,18200816,2024-05-29T00:16:00,0xac12afea98541323ae4b7d8d727c8fe1d69cf2ea,0x94175090f0e28a2903013213961c71b05a97a876,193.16079,104.28,172163,0.01795369,True,200,390,wash_trading,1
0xef9f0510da91fe1c7957c918b19284a256a04e784539bdeb8f3dc4ff46c2d705,18403604,2024-06-12T04:00:00,0xa4268f47b7482472e4c0f0e2a4dc2dc2997600ed,0xafda4966473390fed447cb8d47637d9b1d5a1c5f,0.002154,94.51,36066,0.00340856,True,300,4,phishing,1
0xca2b0b651664a74ea1c55cb5e36ff4e29481e83f78c36e83a259a7b4e3c1d3bb,18002670,2024-10-05T16:57:42,0xdcffcf7c990d9230d7bf658a866c06590f05c466,0x5b80008b981df59498fdfbb0a660cc533ac4d723,0.075717,34.28,77681,0.00266276,True,200,3248,normal,0
0x605fcbbb536a56df66040ab19323ee30b23304997ca9aba25fb9c538a2219ba3,18002325,2024-04-03T23:31:00,0x59d94969657382bdc8807afafbbb830788415fdc,0x9837aca8b60ae094041068ce73e89bade5e3763e,0.316564,27.96,49256,0.00137736,True,0,3420,normal,0
0xcc967a7777788ee0852f769dbca79b1f0629f7f7dc616e3290a059ec40793f78,18400008,2024-06-03T08:00:00,0x6c8db018b7a1c24465365d66e759f8c8050bbf1a,0x2ae6b52fbcd366f2362158751ed1c9b1886f8953,0.004603,107.02,59857,0.00640586,True,332,2,phishing,1
0xebddc68e22ffcf068ac772dc82385eb06ac282e9cf8c9e6df5f962bee1b18448,18400704,2024-09-16T04:00:00,0xbfe507a7d856725e9707e1295b2bedd539da67f3,0x5e4a35e050a2ca1354bda372f63a648936d22567,0.000432,131.25,54026,0.00709116,True,300,4,phishing,1
0x206c65fc118cf20993eaa9c3167dbeb2ee40eec93a980a530c25e49fe58d210c,18201207,2024-07-11T00:07:00,0x6558d171cd010a515b8407f5aae314859aa88c32,0x65c056301da502eea3cecfffeaa25e318ed151f2,175.826305,77.73,104409,0.00811556,True,200,295,wash_trading,1
0x6f1c3eb642e5f49a79f5a6ba926d6fc8f61fcd8b60aeb3b6600a28da39eb402e,18203400,2024-08-20T00:00:00,0xaaeded935a41dad8b64f44c49cf6148c38637af1,0x67efd57af7f94a6736b413d7793933f79b3b7bf0,98.124297,68.51,109090,0.00747379,True,200,466,wash_trading,1
0x28b4cb58f6557d230e717cb299b1be441c65766d2c722b5775679c3169bd911d,18011810,2024-11-07T02:50:30,0x4b209ba5b3f5e1e8086576111237a121380aa359,0x0acc9260a09fccbf9f4d61eae58ecfc7f92e9cb1,0.325831,5.0,30989,0.00015495,False,0,735,normal,0
0x49176abadba2a895258de2ff0d5eed0db31691d0bc1d219f9573553af83358ab,18201603,2024-07-07T00:03:00,0x5e917dffceed4f2c8ff637cd2d7eaeebaad34a86,0x6ea55893ac49c10bb58d7cb4a7d67e56eb658de9,174.045745,73.28,135620,0.0099388,True,200,164,wash_trading,1
0xfd14d21dfd490268978ead5fbbf7b3e4f924695f38e47599661ad49099d808ee,18002995,2024-05-16T04:44:21,0xf6450ec13214c107ada029ba7cdbda865e4b436b,0x8ae7836625fccbe13047461fc747a34b49329b45,0.514722,43.64,72181,0.00315008,True,200,4019,normal,0
0xe378b209a785d5f6645c04d3eefc2de63739e0c2be52f7b50ee611b1bedd1073,18602108,2024-08-09T08:00:00,0x6037b2b5bd19da1c9b8a73377c3b7fe7fae5dd9b,0x513fdcf37964c3550285678134d5dee0b333254e,340.501172,80.43,121993,0.00981202,True,68,2842,rug_pull,1
0xfba9562d83c7db19e64e56d94e944060f6455b421bc37196abf190977e0b351a,18600618,2024-10-18T18:00:00,0x06448081d8e4b0ebc0555c999ff8010480e070b7,0xeb4afd550b49cc988738ec5df696919574f8066f,249.204589,57.9,132757,0.00768607,True,68,4838,rug_pull,1
0x3c96099d4dbac1d8f29a4c76154df056a2653a15c28094603e988b536bb0791b,18401308,2024-09-20T08:00:00,0xfafa731af2db45547319ee708383e9287ff7ab04,0x201894b933428bf74d96ddd6baf668b55d571d1e,0.002251,98.01,54565,0.00534777,True,368,2,phishing,1
0xd0c7d23ac3da27c9c6d73e2aa4f42622179f7142b0c9b286c39f0b2ea7c561f3,18000532,2024-08-13T14:00:27,0x8717195c92805af2be92990c1330bb9d9a8d9a12,0x57aa346d77a61b6a6806beb4e865763f29f8cda2,0.333164,17.89,41707,0.00074613,False,0,1302,normal,0
0x34e9304af4e22306ce2dbb7c46f9faf6db95de150ee014c9f4cfdfaa13ebca42,18002748,2024-07-12T18:24:20,0xc76b4e5ef143d5101ad69614bfc03959eb439a19,0x3fc428699d4fd8ee147562f317629ecc507da537,3.342622,27.91,62486,0.00174378,True,200,1686,normal,0
0x5a3dca137b3d70d9456a7f5c47f14f2e286d2a3b1b3a40ccd261edcb2d18eade,18005612,2024-08-15T03:48:02,0x33e3f996588677ce376555d9705c6a4e0783924e,0x6960e3035eb7b446c77ab58e3b2d14ff5630e876,0.325986,21.67,40221,0.00087157,False,68,1396,normal,0
0x8d5c8d338e22b48c38cde7a6b8ed579b01858d8d602cad0af27ac9f889145505,18000786,2024-10-28T17:47:38,0x43607879d0e7540c1e9f06a1ebd469b9d7d2d60b,0xe8afd9f6742d8cbd469f04cb79a1fdf3f3e96b40,1.28516,34.59,69200,0.00239375,True,0,610,normal,0
0x4b6562e204a17798f84722c9fdbe8ba71a9fa0c04bb89df03033f638a7196f60,18001840,2024-07-23T14:05:16,0x92aa91f91a0a1660cc8b38a2f9fe97b1c0e1d045,0x231241e95fa0f9cddfec145f25ee6f3ad2ef01c4,0.303369,11.18,42406,0.00047416,False,0,2206,normal,0
0x5c4c0ea3c8e9a5363d0979354997615eee7b008a10d2b942877d6cd0465f4e74,18002448,2024-12-27T20:37:56,0x6e23ae818ce6709ab859f56f01cc4cf7ad5a3323,0x68daa324a0eb47a651966118abd9a012503c1317,0.278613,28.7,32683,0.00093806,False,0,1172,normal,0
0x2185ca607994446f5c99bc9eae704f7ad9dcad9436589ae494cbb11b5c322271,18002247,2024-04-04T21:25:17,0xa400ff95eb15ea17c6e435e3a98f419c4fb96ee5,0xe7ed041cf7316da3a163cc62e0ef1c4649651ef3,1.329833,46.77,55883,0.00261386,True,136,207,normal,0
0xe628e0ec584ad62014c274e823eb2ac5886137a9e5888dabb4fa36b301c634d6,18002187,2024-03-07T06:55:03,0x04e1f2220366f47ee20d2f5793cfba441cfb97fe,0x1db3d8f0e932cf3afbfc7d6c586a4fe0fdd0e3b9,2.546269,36.73,95600,0.00351156,False,0,579,normal,0
0xfc734173c525803795c1abaa3c8672ae7ab5ced5e5a632c7d3ff6d038e9ef1d3,18004176,2024-11-03T13:20:10,0x24b6dbacdedadf22bb4ddd2c03b95f4c3bb439e9,0xc1c6c73e77b64aa654284860efe4ff8482858956,0.362789,33.07,50207,0.00166034,False,0,50,normal,0
0x6fb27a92652e1d6bfec2f2078530edbca38b577c74de3fc70ebc069feca9011c,18202016,2024-03-14T00:16:00,0x16c11c7d6b4445f3b2d67e7a3372fd9bdaed9322,0x667493ff616a6d219a889325a9f726970554922c,162.38592,91.6,162602,0.01489471,True,200,333,wash_trading,1
0xa4babde1a5791af292ef92d83013640dcda7cd4f9595a6e114758be0d82598c2,18012130,2024-10-21T20:23:25,0x4df9b6266933c21e25141c62a83d54bc34c4aea6,0xd9b9056f60a1aa6915854e7b5659b7ac09bcc3c3,0.815902,31.49,54478,0.00171545,False,0,3206,normal,0
0x316dd7281d7a5a17c0a69ba59ca4fb23b77fb2c54681e77f720626833c7937aa,18000264,2024-09-12T22:18:32,0x8d61c59accd90a8851bc7c24ce4d05b02a4f70cd,0x9da1e47888c6e67bb2c6a72957ebd53a2ba9ff55,0.074761,34.74,41181,0.00143046,False,68,1996,normal,0
0x7ec5305c22eedc2d24b195b62369b05e9298f127e778530cf6113f993d9730be,18200410,2024-03-10T00:10:00,0x0f7b69e282aea30d68bf2ec36f2e323b37eedf1a,0x2a7a625b6c64cd0a6ded87dcc25ce90802f0dbce,121.380367,62.13,146297,0.0090899,True,200,405,wash_trading,1
0xd387de9550cc0ea418a0d1336eb4642438c3ae921ec965f7357738fa842b0400,18203608,2024-06-15T00:08:00,0x83e1e00e119d35ad5a63937f77ac2d969d288ca5,0xac48cbdd914f812acff93789edf80982ff513a59,198.466893,103.72,171643,0.017803,True,200,476,wash_trading,1
0x49174f1a1feb1b2b21bcd95d29ef9703dd7b0a15472f36e8362e8ce7be0a2c77,18003324,2024-02-23T01:31:32,0x9c4c7990ecc923e91231ec3812ae4619088a77bf,0x7990a4528ac1d1f3013f2870dac442311f6178bd,0.191077,29.34,26471,0.00077662,False,0,1865,normal,0
0x4c8b86a6ff1f12b80684577f8c3ff063478ab3584e4047fd91144f965987bc23,18004788,2024-05-20T20:03:36,0x0f37dd621a28add2c82a5b0ee4237a7e91389d52,0x358418a37e6ea7e726d8ae8655e1f81632bc9ffb,0.324602,15.5,54166,0.00083977,False,200,3723,normal,0
0x10076d46437b9ac07aceb6602774a74ce464c969dfedaf1da914d5226d72c9a8,18601809,2024-07-27T09:00:00,0x97adb41184e07fa5afdcb9d5ca00780ef72dccb1,0x294f2c6ef3ee59ea178f4e55cf874039405d9d73,972.94242,66.27,92399,0.00612354,True,68,3564,rug_pull,1
0x68d08cfec85e64ba35d9d4bb07799cc2551c368f05a02f6e501c87dbffc733a6,18007476,2024-03-06T12:13:04,0x231241e95fa0f9cddfec145f25ee6f3ad2ef01c4,0x6ac210ea78bf65555f32b384a937ca7bef6c8ca4,0.858356,46.36,85174,0.00394849,False,200,3124,normal,0
0x8f95caf71e136df4dbf6716053cc7a70daf497e9b3b71f647720bb4aac27b879,18002496,2024-10-05T08:00:49,0xaf7f3e6b8210c05ab74715645457679c14691c7b,0xe8afd9f6742d8cbd469f04cb79a1fdf3f3e96b40,2.574079,29.77,39070,0.00116317,False,68,3323,normal,0
0x1c47d8f3b0cfb6ba434e63498eae5c8fc239e3061b0b721762ba720eb516f4a0,18005266,2024-10-06T11:15:23,0x04e1f2220366f47ee20d2f5793cfba441cfb97fe,0x711968949e6e1630a0b7cf5bba8bd2d0e4c4a85c,1.892995,24.52,40654,0.00099687,False,136,4171,normal,0
0x393bdee49cd60d810a5978aa56f5ce36ed43a2b96a845ce1f14bcef84b453bd5,18001360,2024-06-10T12:28:29,0x8d61c59accd90a8851bc7c24ce4d05b02a4f70cd,0xead6a5d28f8d43a0aff933ad13bd6fc4dd341a92,0.359527,35.79,79997,0.00286333,False,0,1344,normal,0
0x9059e6674e9a13d22407c5334f81e891e06b9c746bda5a3319c384d70e265aa6,18000893,2024-05-03T07:13:10,0x8ef9d6b2d1d09330e3c4b6191ffaa39ecc4f48a8,0x6960e3035eb7b446c77ab58e3b2d14ff5630e876,0.231352,22.48,91866,0.002065,True,200,239,normal,0
0xfa05338f849cbadb516a530fcd0853882c24ceab7d652d62238ab5ffac53b6c7,18002480,2024-01-28T13:09:13,0xa8690afc851337687f2cf531d35c0da9202f8ba8,0xc76b4e5ef143d5101ad69614bfc03959eb439a19,0.208318,27.96,84492,0.00236275,True,0,1117,normal,0
0xd9b7a849367b324980fb137bb99064188ff90566b3b04fc990e00ae00ec34634,18602715,2024-07-25T15:00:00,0xad1f08f47a9e75dd306b18daa5d86b2d590485cf,0xf0015a642556cd8572497fac704cb62660322035,843.107767,64.79,146113,0.00946715,True,68,541,rug_pull,1
0xb080f9aa8aa9f9b7e9a645c03dcc9d056638097c54ed125b817a907e66c42998,18003264,2024-02-23T14:56:50,0xb382eee8a1e927eea2662029fa1145c2a37c7552,0x1bc77f59f4876618bfd1102f7194f9e785c6d6df,0.14011,40.3,42270,0.00170346,True,0,1827,normal,0
0x9c5c8f95a474c272c65d6aa65abcd54adb17af81b6d4a8b403c2208026c9f143,18001803,2024-05-16T01:37:22,0x8ae7836625fccbe13047461fc747a34b49329b45,0x214260f200a27f3454530128e6da755ff3d67013,0.114203,40.82,27556,0.00112483,True,0,4759,normal,0
0xb49aeea1dc1ffa04279e4a2dfa1a78896517221fefdd1b63ab261c6a993b4ac1,18007842,2024-04-27T20:39:33,0xb58db892c3c10cc83c74ef08ad4c5f474923b9ca,0xb23f41afa5f47b191d275cc24f063272e9a95f5b,0.905127,39.58,47687,0.00188742,False,200,1179,normal,0
0xa9274dae42d8df1aa9949aa020b5d6ecab43956d488c8bfdb23c93b87f23814f,18000754,2024-02-24T19:39:50,0x514e857c7840eb1effe25380c7c786a5a153a8bf,0xd794882e56324d00609b89143c235f1aaf9429a5,0.420047,44.78,35539,0.00159127,False,0,4155,normal,0
0x2a1481482314618545be974b8d9785accd9c05da7d938c9dd6ef7448ab351214,18008775,2024-11-07T21:01:24,0xf6450ec13214c107ada029ba7cdbda865e4b436b,0x04e1f2220366f47ee20d2f5793cfba441cfb97fe,0.529778,25.3,51237,0.00129619,False,136,271,normal,0
0xde8d1980e5087d5b36cc462486963afe37bae138cc836f41eacf84db08954ac3,18009832,2024-10-24T09:23:32,0x5650cfc48d9bb489ba3c6daf9dd03fa5f2729a6f,0xe5c30df880ce0b25cf30d16883950f192fb0c9d1,1.811193,26.24,94115,0.00246992,True,136,1721,normal,0
0x9372d3bddd3b67b400cb997b2a311f6ecc0d0b6cb57b2c35333671ed31975424,18001412,2024-12-07T10:55:32,0xc50b3d06a14d5c8a5aff6e8e097140bd8447d03e,0xc11bd616399ef7de0e3747893d82ead461de9346,0.340069,47.04,32114,0.00151068,False,0,1990,normal,0
0x298b75cef867815c31e567b420a6d12e59e35a8d0b8a928f9f934a80a2516fc8,18000387,2024-09-14T17:44:40,0xe8afd9f6742d8cbd469f04cb79a1fdf3f3e96b40,0x9da1e47888c6e67bb2c6a72957ebd53a2ba9ff55,0.934929,14.3,44306,0.00063348,False,136,3935,normal,0
0xc71cf61191511743824587e3ab6e4dfb03d410918016864044bf57c75e692d02,18001848,2024-03-31T05:42:59,0x8111b62d5150f0ec6dc6a65e87fa1f3e8edcb094,0xe69f5501c5357d2352ed9c109733c02aeeeea935,0.322251,55.8,86210,0.00481027,True,68,2059,normal,0
0x0a2dc29116e2c4e307dd1f70bda294fbb8ec9ecca91951e543d66a3ebf7cea6d,18002517,2024-07-25T11:52:21,0xd3a9b77aa4c231d8eda41f15c77febbd9e55547f,0xa25be4be948d23d054a34f75deface058827c16c,1.076378,53.94,71285,0.00384537,True,68,1291,normal,0
0xff0f79125e1af8f0ece790f3e9c5906ad0867384958ebac6a91b62d296961ce2,18001337,2024-10-17T05:01:40,0x8ae7836625fccbe13047461fc747a34b49329b45,0xb23f41afa5f47b191d275cc24f063272e9a95f5b,0.081038,10.37,49316,0.00051159,True,68,232,normal,0
0x8d5192a1e1408f832cdf9a7f81b555474255b7c869f6b844c0e3f321f6d2a9fd,18004936,2024-09-25T15:39:38,0x57aa346d77a61b6a6806beb4e865763f29f8cda2,0x3436965836d671702082f5d5b210d3c0613393dd,0.369621,42.3,33270,0.00140732,False,200,2295,normal,0
0x75b0e0a038e689bda76c5dfa1c0e35b06aab44c12221077e9c878ec6f240b88e,18403709,2024-08-11T09:00:00,0x90179893c1aedb316d6ce05ec578841db1b91c2b,0x594a14b15341b3c9dd1b4534837b8650ce8444c0,0.001575,65.84,45906,0.00302222,True,368,3,phishing,1
0x448bfa3d97cb88850e0fc9c89c439c825d7edf9926be93d527c032687514156d,18002554,2024-04-03T06:49:06,0xa0e4333c59fab2d04fb01f4b469ec541cb9a14cd,0xd3a9b77aa4c231d8eda41f15c77febbd9e55547f,0.100015,35.35,91594,0.00323751,False,0,2621,normal,0
0x59187ac2697055ca6ab712c9e5be7396c8f95410582babfe781a8ad791db88d8,18001106,2024-03-12T06:35:52,0xd9b9056f60a1aa6915854e7b5659b7ac09bcc3c3,0x92dcde03b90f4ecc5ce686e9a76ab72eae09862a,1.381956,25.48,28784,0.00073339,True,0,4619,normal,0
0xad8a96408e5406c659b96ee314529aec1f937db10f6fd32d8b9cdf4e05aea885,18200616,2024-06-16T00:16:00,0x6a16874f6ed8e23fc1627dcb50ff9f0ce8267565,0x380f3b403175b6f6d3b1c13cbaca3b3e5c078644,157.967577,111.55,179641,0.02003937,True,200,305,wash_trading,1
0x97028d4a4081c4c901d2acca37d210033620e2fcc956b5dd4eaf12ae2ccb5ca8,18000660,2024-09-25T04:15:12,0xa25be4be948d23d054a34f75deface058827c16c,0xd246541e19cfec795a65143f6ab5a47d2b84e253,0.654488,29.67,33624,0.00099773,False,0,3251,normal,0
0xe3dafab3e52c693185c2d9027f37663130d54a377ecc2b781d2537c0ede5a787,18400903,2024-05-19T03:00:00,0xba274e5d371468193e90e21870a428a1b04f0647,0x7e0a6f5cc0b59e339230a1b81bdfc81970bf995f,0.001063,89.03,40162,0.00357545,True,332,5,phishing,1
0x0b91b2bf2b877cf24268b3bd80131f233dcc776b3bc58a6f863e17c093686d4e,18013010,2024-04-16T04:16:27,0x10e2e8c3c75f336754040b52fc008c463787ea1e,0xd40a86c2d3b42dd72b8be57df362f4c35c77a7dc,13.099451,38.27,30587,0.00117064,False,68,1709,normal,0
0x42c40b9bc028b6d702d6898a56a1677fecb7a1943b3642dd9249c26c5a67e53b,18401803,2024-08-16T03:00:00,0x0e879366489936d05600209b4d8c972a7d77c332,0xba25ba6797bac9c036724507f43573cdae34fefa,0.004138,123.91,51942,0.00643602,True,332,5,phishing,1
0xffde25893dc5dd299181642c741d7e63a7d06ce196662ae65a72a79d25e08b1c,18003117,2024-04-05T11:15:04,0x68daa324a0eb47a651966118abd9a012503c1317,0x04e1f2220366f47ee20d2f5793cfba441cfb97fe,0.298445,25.5,77280,0.00197049,False,0,1001,normal,0
0xa0ed6baa4a7a5f5f85208af63672dd0d8f6ed641635ecab7e90cd62ef3a61de9,18007869,2024-02-25T10:18:25,0x953623eeaf857975626dcda3539c71eef5a37f6a,0x93446f17ed6457b1cbbee6e7fdb203dc137bcc0f,0.149609,14.41,31150,0.00044894,False,136,491,normal,0
0x55308e0063fb5c206ca9400ebcc1f142d260ea92d4d580f69074e6fb229bffe4,18000319,2024-07-11T05:46:04,0xe5c3a3eab2dfaa06909c048da252ff9c315b6946,0xe5ab855c3cb896d1f68cf085cdf0cba058ec5b2f,0.053134,17.05,43296,0.00073816,False,136,3954,normal,0
0x7642603c0354d8137ff403ae9b50eeafde08d597a113f758e878cad25acd1940,18605715,2024-10-19T15:00:00,0x7116c4c1e95fbf611c94264f81a3e0c3f0a28311,0xef838281164264a667828468a958383df936bbff,257.878808,79.13,106946,0.0084627,True,68,4768,rug_pull,1
0x873656e9b7b181fce0fc10c1e3425f69a83bd1b812a4ecd20d80a38c1e394765,18003783,2024-10-17T20:19:30,0x59d94969657382bdc8807afafbbb830788415fdc,0x588e294e486db83026ae052c1e77d2d651d26b11,0.638408,26.86,41749,0.00112157,True,200,1053,normal,0
0x6d6ba9b500b031659b59d42d5f85f58e71bc6e8fd68f7456db2e983db18a89a7,18402902,2024-05-20T02:00:00,0x88f75e9ca9ee177b190e03f3cd640750632b8e65,0x5724996302012ba3419c944e7dec72576995eb82,0.004671,110.05,44809,0.00493139,True,332,4,phishing,1
0xbcbba9e70c00f5cdb97bf5c099bd1b20a935862acf3a87a00f30e5f028a8a310,18401705,2024-09-29T05:00:00,0x815be7fbfca8dc5a60d5985a7157f24bc527e682,0x08eb8f720ae5507559fabc1d8ec709b9afd308ab,0.003253,150.06,54544,0.00818462,True,300,1,phishing,1
0x8bd049d0113525f95ccd5be784b988ab6f0f583a1d348c7d3782f419112417c1,18000196,2024-12-10T09:46:01,0xe5c30df880ce0b25cf30d16883950f192fb0c9d1,0x8dfff77a858502c7273ad9bbbc7db17a62d75229,0.050775,48.31,81604,0.00394266,False,136,598,normal,0
0x67f648d8849d831cd480c29a676bf94a31a6a8d909c2770c857be81f45e93ee0,18000226,2024-02-09T16:40:07,0xc29d76a2782702d51a3bec279b73785f2c271b85,0x92dcde03b90f4ecc5ce686e9a76ab72eae09862a,0.405117,19.22,43037,0.00082728,False,0,2876,normal,0
0x20891d098502059520206df44ca65d8e7e1cab14b474574354bb07e0c303d24f,18001008,2024-07-10T01:32:50,0x20a872b8c9b0db8dce86954f4d9357d44e1910fb,0x4b33722697b94f484f2ddce7608d72d0ea446039,0.220021,26.29,88698,0.00233148,False,68,1111,normal,0
0xdf3b822ced7abf241b6c18f057be32840b8c892758ee8d298e78f6f4e1dd0f31,18000876,2024-03-23T12:40:00,0x92dcde03b90f4ecc5ce686e9a76ab72eae09862a,0x8a7c99cb50b2ef4e023c86a87aa39ef7b1a93e09,0.169243,32.24,27822,0.00089692,False,136,3566,normal,0
0x42c979eb9c08da737d2d84b9ace3771312a5025736cc3d2ae11f26ae9a4b359c,18011035,2024-02-20T18:52:29,0x266b7d1623bc2b7058c276611ef6186789422a38,0xd3a9b77aa4c231d8eda41f15c77febbd9e55547f,0.496928,36.09,86061,0.00310586,False,200,859,normal,0
0x52f551ce6fe740e0c29026a3f88b0838a248fd5e8fb65c26bed43293f35fa52c,18012135,2024-09-20T13:43:28,0xb23f41afa5f47b191d275cc24f063272e9a95f5b,0xef3d0a4ac4d6807b6a9ed7ee05ca6504493af545,2.164851,53.44,63541,0.00339541,False,68,1579,normal,0
0xa1853b0563f3e7fbae6bc624b79bad3ef7144a83650a130fd86a08832b63c854,18600605,2024-10-18T05:00:00,0x06448081d8e4b0ebc0555c999ff8010480e070b7,0xeb4afd550b49cc988738ec5df696919574f8066f,285.888895,54.27,111611,0.00605671,True,68,4455,rug_pull,1
0xf853eaf7b873f2fa5b2b98c8f335c84b7502ccb7a420b24a0f2c4e2b6b6a27fc,18007560,2024-11-11T00:10:05,0x231241e95fa0f9cddfec145f25ee6f3ad2ef01c4,0x38defdcc38857df8118075402e7af822b0a9dfe1,0.022268,26.11,92003,0.00240264,False,0,3983,normal,0
0x803bfb844064a845afe8b994086f7d923d65e35fef1f2ead5bdfd791a7c92ba3,18603610,2024-10-26T10:00:00,0xd4894e1cb90591d5a7f799fdd51e523dfac173fe,0x160526b04d118fe11435d51d6f6704fc790bdca6,341.634636,64.51,108988,0.00703095,True,68,2830,rug_pull,1
0xfd30d555d39a611771891bdae671d201b18a96026eb26e1ce7274a8c26a8dc3c,18004170,2024-07-10T05:19:02,0xd95e5209182f0cd4a959c0a71879d0ac7a281c48,0x8dfff77a858502c7273ad9bbbc7db17a62d75229,0.036363,28.39,73542,0.00208813,True,0,4893,normal,0
0x70f4746302895e49cd114363cf78bad388fc3d3bce0280c6a29f6f08f76b7739,18002141,2024-12-01T05:55:55,0x8595c3241b3338d768cd51ca5938586f0beb203d,0x2f6814daa41611d1e6c2fa789093b35b24440b20,2.09399,39.73,29889,0.00118752,False,200,2917,normal,0
0x23f46198e2504a1e8f970d103a732d9c88a133cc058ca348b89dd62cd548c9d5,18203219,2024-06-09T00:19:00,0x170875850ab7f1dbb44fbad6d7e070b352620b3e,0xf10a29e0e49780fea5b3c0530b100a085482edfc,150.468947,114.11,102949,0.01174738,True,200,170,wash_trading,1
0xf6318b5cdb383e79548ca1df8e56c865c7776d27617d8ac1ecab9029e13a2934,18008092,2024-08-24T23:49:06,0x92aa91f91a0a1660cc8b38a2f9fe97b1c0e1d045,0x6960e3035eb7b446c77ab58e3b2d14ff5630e876,1.052376,58.15,92626,0.00538588,False,200,4056,normal,0
